codigo,dgenerica,despecifica,regimen,tipocalle,direccion,numero,codpostal,localidad,provincia,telefono,fax,latitud,longitud
"03013145","INSTITUT D'EDUCACIÓ SECUNDÀRIA","CLOT DE L'ILLOT","Púb.","AV","DELS FURS","4-6",3560,"CAMPELLO (EL)","Alacant","965632854","965630153",3.84259338e+01,-3.92096013e-01
"03013327","INSTITUT D'EDUCACIÓ SECUNDÀRIA","LES DUNES","Púb.","CL","MOLIVENT","S/N",3140,"GUARDAMAR DEL SEGURA","Alacant","965729836","965729836",3.80872993e+01,-6.56143010e-01
"03013340","INSTITUTO DE EDUCACIÓN SECUNDARIA","THÁDER","Púb.","CL","ORIOLANOS AUSENTES","18",3300,"ORIHUELA","Alacant","966742943","966743109",3.80764275e+01,-9.49941993e-01
"03007108","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA","NUESTRA SEÑORA DE MONSERRATE","Púb.","CL","PORTUGAL","8",3310,"ORIHUELA MOLINS","Alacant","965302275",,3.80832634e+01,-9.04955983e-01
"03013728","INSTITUTO DE EDUCACIÓN SECUNDARIA","THIAR","Púb.","CL","PILAR PÉREZ AGUIRRE","16",3190,"PILAR DE LA HORADADA","Alacant","965352178","965351001",3.78569870e+01,-7.88486004e-01
"03011321","ESCOLA INFANTIL","HOGAR PROVINCIAL EXMA. DIPUTACIÓN","Púb.","PD","ORGEGIA-FINCA HONDONADA (APT. 2198)",,3559,"ALACANT SANTA FAZ","Alacant","965265100","965265387",3.83822441e+01,-4.60177004e-01
"03008541","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SAN SALVADOR","Púb.","PZ","SANTA ANA","12",3518,"TÀRBENA","Alacant","965884228",,3.86925659e+01,-1.00668997e-01
"03008605","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA",,"Púb.","CL","ESPAÑA","12",3108,"TORRE DE LES MAÇANES (LA)","Alacant","965619011",,3.86080322e+01,-4.19959992e-01
"03006244","INSTITUT D'EDUCACIÓ SECUNDÀRIA","ANTONI LLIDÓ","Púb.","CM","CANONS","22",3730,"XÀBIA","Alacant","965790092","965794261",3.87908249e+01,1.58915997e-01
"03013339","INSTITUT D'EDUCACIÓ SECUNDÀRIA","NÚMERO 1","Púb.","AV","AUGUSTA","2",3730,"XÀBIA","Alacant","965792720","966461011",3.87887039e+01,1.78624004e-01
"03013066","ESCUELA INFANTIL","LA PAZ","Púb.","CL","LA PAZ","10",3380,"BIGASTRO","Alacant","966904460","966904461",3.80637856e+01,-8.99994016e-01
"03004624","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","MIGUEL DE UNAMUNO","Púb.","PS","GERMANÍAS","S/N",3204,"ELX","Alacant","966915435","966915436",3.82621689e+01,-7.02534974e-01
"03006414","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","L'ARC","Púb.","CL","ZORRILLA","9",3640,"MONÒVER CASES DEL SENYOR","Alacant","966979562","966979562",3.84073296e+01,-9.53063011e-01
"03006566","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","CASTELL DEL POP","Púb.","CL","DIPUTACIÓ PROVINCIAL","6",3792,"MURLA","Alacant","965581320",,3.87605858e+01,-8.30359980e-02
"46015642","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","AUSIÀS MARCH","Púb.","AV","L'HORTA","2",46210,"PICANYA","València","962564820","962564821",3.94358063e+01,-4.39929008e-01
"46007827","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SAN CLEMENTE","Púb.","CL","VALENCIA","20",46910,"SEDAVÍ","València","961205050","961205051",3.94235382e+01,-3.83453995e-01
"46016385","INSTITUT D'EDUCACIÓ SECUNDÀRIA","LA VALLDIGNA","Púb.","CL","SANT BENET","249",46760,"TAVERNES DE LA VALLDIGNA","València","962821016","962821098",3.90701675e+01,-2.77314007e-01
"46014856","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","NICOLAU PRIMITIU GÓMEZ SERRANO","Púb.","CL","ARQUITECTO SEGURA DEL LAGO","9",46014,"VALENCIA","València","962566070","962566071",3.94542618e+01,-4.03414994e-01
"46012252","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SANTO ÁNGEL DE LA GUARDA","Púb.","CL","SAN VICENTE MÁRTIR","250",46007,"VALENCIA","València","961205525","961205526",3.94550514e+01,-3.84692997e-01
"46017651","CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES",,"Púb.","CL","SAN PEDRO","11",46920,"MISLATA","València","963707573","963132512",3.94747849e+01,-4.14644986e-01
"46015319","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","CAES NUESTRA SEÑORA DEL AMPARO","Púb.","PD","RACÓ DEL PORTELL",,46727,"REAL DE GANDÍA","València","962965662",,3.89452934e+01,-2.10371003e-01
"46017067","CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA","C.A.J.","Priv.","CL","DOCTOR DOMAGK","1",46006,"VALENCIA","València","963732199","963336486",3.94569283e+01,-3.76388997e-01
"46013013","CENTRE PRIVAT D'EDUCACIÓ INFANTIL","CIUDAD JARDÍN","Priv.","CL","JOSÉ DE ORGA","4",46022,"VALENCIA","València","963559192","963559192",3.94696045e+01,-3.44920993e-01
"46010188","CENTRE PRIVAT DE PÀRVULS","CHUPETÍN","Priv.","CL","CUENCA","47",46008,"VALENCIA","València","963850562",,3.94657402e+01,-3.86875987e-01
"46012847","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","FUNDACIÓN DON JUAN DE DIOS MONTAÑES","Priv.","CL","PINTOR SALVADOR ABRIL","25",46005,"VALENCIA","València","963742920","963742920",3.94622726e+01,-3.69801015e-01
"46015371","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA","COFRENTES","Púb.","CL","ZONA ESCOLAR","S/N",46625,"COFRENTES","València","961894260","961894260",3.92274666e+01,-1.06538403e+00
"46004838","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SAN VICENTE FERRER","Púb.","CL","SAN VICENTE","49-51",46160,"LLÍRIA","València","962718020","962718021",3.96295013e+01,-5.96195996e-01
"46016491","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","HERETATS","Púb.","CL","MAESTRO SERRANO","S/N",46250,"ALCÚDIA (L')","València","962980100","962980101",3.91945152e+01,-5.12194991e-01
"46017535","INSTITUT D'EDUCACIÓ SECUNDÀRIA","PERE BOÏL","Púb.","CL","CERAMISTA ALFONS BLAT","12",46940,"MANISES","València","961543950","961521042",3.94987946e+01,-4.70670998e-01
"46006094","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","RAFAEL JUAN VIDAL","Púb.","CL","SAN RAFAEL","S/N",46870,"ONTINYENT","València","962916053","962916246",3.88231697e+01,-6.16703987e-01
"46006136","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","VICENTE GIRONÉS MORA","Púb.","CL","JOSÉ IRANZO","52",46870,"ONTINYENT","València","962383001","962916065",3.88231926e+01,-5.98240018e-01
"46017377","ESCOLA PRIVADA DE MÚSICA","BANDA PRIMITIVA","Priv.","CL","METGE MIQUEL PÉREZ","4-6",46160,"LLÍRIA","València","962780847","962792113",3.96275978e+01,-5.97221017e-01
"46004802","CENTRE INTEGRAT DE MÚSICA I ENS. R.GENERAL","UNIÓN MUSICAL DE LIRIA","Priv.","CL","SAN VICENTE (APT. 173)","17",46160,"LLÍRIA","València","962780254","962793672",3.96277924e+01,-5.95916986e-01
"03006441","ESCOLA INFANTIL DE PRIMER CICLE","MARE DE DÉU DEL REMEI","Púb.","CL","LOPE DE VEGA","21",3640,"MONÒVER","Alacant","965471264","966966614",3.84358330e+01,-8.34102988e-01
"03013650","ESCOLA INFANTIL DE PRIMER CICLE","EL BARRANQUET","Púb.","CL","EUSEBIO SEMPERE","1",3430,"ONIL","Alacant","966527595","966527596",3.86243744e+01,-6.78952992e-01
"03013662","ESCUELA INFANTIL DE PRIMER CICLO","EL PALMERAL","Púb.","AV","DEL DOCTOR GARCÍA ROGEL","S/N",3300,"ORIHUELA","Alacant","966904470","966904471",3.80916748e+01,-9.39545989e-01
"03013674","ESCUELA INFANTIL DE PRIMER CICLO","VIRGEN DE MONSERRATE","Púb.","CL","CAPUCHINOS","3",3300,"ORIHUELA","Alacant","966904465","966904466",3.80913582e+01,-9.52691019e-01
"03007674","ESCOLA INFANTIL DE PRIMER CICLE","VIRGEN DEL REMEDIO","Púb.","AV","FELIPE V","3",3610,"PETRER","Alacant","966951149",,3.84859962e+01,-7.78505981e-01
"03013686","ESCUELA INFANTIL DE PRIMER CICLO","EL PARQUE","Púb.","AV","PASCUAL CARRIÓN","S/N",3630,"SAX","Alacant","965475835","965475835",3.85313225e+01,-8.24006975e-01
"12000261","ESCOLA INFANTIL DE PRIMER CICLE","SAN JOSÉ","Púb.","CL","SAN FELIPE","10",12550,"ALMASSORA","Castelló","964738330","964738331",3.99450150e+01,-6.75489977e-02
"12005131","ESCOLA INFANTIL DE PRIMER CICLE","SAGRADO CORAZÓN","Púb.","CL","XACÓ","2",12600,"VALL D'UIXÓ (LA)","Castelló","964696447",,3.98234100e+01,-2.31689006e-01
"12005143","ESCOLA INFANTIL DE PRIMER CICLE","LOS GORRIONES","Púb.","CL","RAMÓN Y CAJAL","4",12520,"NULES","Castelló","964738810","964738811",3.98545189e+01,-1.60046995e-01
"03013297","INSTITUT D'EDUCACIÓ SECUNDÀRIA","8 DE MARZO","Púb.","CL","CIUDAD DE MATANZAS","S/N",3005,"ALACANT","Alacant","965144507","965144268",3.83611107e+01,-5.02328992e-01
"46019763","INSTITUT D'EDUCACIÓ SECUNDÀRIA","JOSÉ BALLESTER GOZALVO","Púb.","CL","PINTOR ALEMANY","S/N",46019,"VALENCIA","València","963662545","963663563",3.94965553e+01,-3.79586011e-01
"03013224","INSTITUT D'EDUCACIÓ SECUNDÀRIA","SEVERO OCHOA","Púb.","CL","INCA","5",3206,"ELX","Alacant","966660644","966660235",3.82803574e+01,-7.15687990e-01
"46020078","SECCIÓ D'EDUCACIÓ SECUNDÀRIA","NÚMERO 1","Púb.","CR","NACIONAL 340, KM. 225",,46220,"PICASSENT","València","961242927","961242927",3.93125534e+01,-4.36621010e-01
"12005003","CONSERVATORIO PROFESIONAL DE MÚSICA","ALTO PALANCIA","Púb.","CL","COMUNIDAD VALENCIANA","S/N",12400,"SEGORBE","Castelló","964713271","964713911",3.98495178e+01,-4.91842002e-01
"46020546","ESCOLA OFICIAL D'IDIOMES",,"Púb.","CL","XIQUET DE QUART","S/N",46930,"QUART DE POBLET","València","961523374","961523302",3.94799919e+01,-4.32772011e-01
"46015851","CENTRE PRIVAT E. PRIMÀRIA I SECUNDÀRIA","CONCHA ESPINA II","Priv.","CL","MARQUÉS DE BELLET","5-7",46007,"VALENCIA","València","963770669","963579042",3.94534988e+01,-3.85019988e-01
"46009034","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","EL AVE MARÍA","Priv.","CL","CAMPAMENT","57-59",46035,"VALENCIA BENIMAMET-BENIFERRI","València","963643811","963646391",3.95007820e+01,-4.24052000e-01
"46009654","CENTRE PRIVAT E. PRIMÀRIA I SECUNDÀRIA","CENTRO DE ESTUDIOS GARCÍA BROCH","Priv.","CL","PEDRO III EL GRANDE","46",46005,"VALENCIA","València","963732057","963952320",3.94633522e+01,-3.67229015e-01
"46011089","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","GUADALAVIAR","Priv.","AV","BLASCO IBÁÑEZ","56",46021,"VALENCIA","València","963393600","963601173",3.94756584e+01,-3.55188996e-01
"03013078","CENTRE AUTORITZAT ELEMENTAL DE MÚSICA","ACADEMIA DE MÚSICA LUCENTUM","Priv.","CL","CARDENAL BELLUGA","3-3",3005,"ALACANT","Alacant","965922456",,3.83468323e+01,-4.94589001e-01
"46020455","CONSERVATORI PROFESSIONAL DE MÚSICA",,"Púb.","CL","TRENCALL","4",46160,"LLÍRIA","València","962781889","962790796",3.96239891e+01,-5.90884984e-01
"03010028","COL·LEGI D'EDUCACIÓ PRIMÀRIA","AZORÍN","Púb.","CL","LAS NANSAS","16-17",3130,"SANTA POLA","Alacant","966616070","966616071",3.81967239e+01,-5.50119996e-01
"03011586","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA","EL ACEQUIÓN","Púb.","AV","DE LOS NENÚFARES","S/N",3184,"TORREVIEJA","Alacant","965714604","965714604",3.79930687e+01,-6.90828979e-01
"03011677","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","TRENC D'ALBA","Púb.","CL","ANTONIO MACHADO","S/N",3730,"XÀBIA","Alacant","966428870","966428871",3.87869568e+01,1.68011993e-01
"03009853","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","PORT DE XÀBIA","Púb.","CL","JOAN FUSTER","1",3730,"XÀBIA","Alacant","966428860","966428861",3.87935715e+01,1.79719001e-01
"03000138","COLEGIO DE EDUCACIÓN PRIMARIA","VIRGEN DEL ROSARIO","Púb.","CM","DEL CALVARIO","70",3340,"ALBATERA","Alacant","966912020","966912021",3.81838875e+01,-8.75070989e-01
"03000591","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA","MIGUEL DE CERVANTES","Púb.","CL","MIGUEL HERNÁNDEZ","1-3",3169,"ALGORFA","Alacant","965290135","965290136",3.80859985e+01,-7.94898987e-01
"03000606","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","VIRGEN DEL REMEDIO","Púb.","PS","DE LA LIBERTAD","S/N",3668,"ALGUEÑA","Alacant","965476047",,3.83370705e+01,-1.00539005e+00
"03010821","INSTITUTO DE EDUCACIÓN SECUNDARIA","AZUD DE ALFEITAMI","Púb.","CL","MÉDICO JULIO GARCÍA GARCÍA","S/N",3160,"ALMORADÍ","Alacant","965701339","966780779",3.81125984e+01,-7.86230981e-01
"03009543","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","ALTEA LA VELLA","Púb.","CR","DE CALLOSA","S/N",3590,"ALTEA ALTEA LA VELLA","Alacant","965848508",,3.86286011e+01,-4.28830013e-02
"03002652","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA","DOCTOR CALATAYUD","Púb.","CL","GREGORIO RIZO","23",3680,"ASPE","Alacant","966912000","966912001",3.83444176e+01,-7.70953000e-01
"03013704","INSTITUT D'EDUCACIÓ SECUNDÀRIA","PROFESSOR MANUEL BROSETA","Púb.","AV","DEL TREN","22",3450,"BANYERES DE MARIOLA","Alacant","966567828","966567828",3.87240753e+01,-6.66486025e-01
"03013716","INSTITUT D'EDUCACIÓ SECUNDÀRIA","IFACH","Púb.","AV","CASA NOVA","7",3710,"CALP","Alacant","965834160","965836467",3.86468582e+01,4.88910004e-02
"12004813","ESCOLA PÚBLICA DE MÚSICA","PASCUAL RUBERT","Púb.","PZ","LA MERCÉ","1",12530,"BORRIANA","Castelló","964033230","964517305",3.98883934e+01,-8.12980011e-02
"12003353","CENTRE D'EDUCACIÓ ESPECIAL","PENYETA ROJA","Púb.","PD","PENYETA ROJA","S/N",12004,"CASTELLÓ DE LA PLANA","Castelló","964359837","964359889",4.00145645e+01,-5.46500012e-02
"03007194","ESCUELA DE ARTE Y SUPERIOR DE DISEÑO",,"Púb.","AV","DEL DOCTOR GARCÍA ROGEL","S/N",3300,"ORIHUELA","Alacant","965302811","966743937",3.80973816e+01,-9.36453998e-01
"03009907","CENTRO PRIVADO DE PREESCOLAR","NIÑO JESÚS","Priv.","CL","DIEGO RAMIREZ","207",3182,"TORREVIEJA","Alacant","965710519",,3.79815292e+01,-6.78671002e-01
"03007510","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA","VIRGEN DE MONSERRATE","Púb.","BO","LAS CAPITAS","S/N",3313,"ORIHUELA TORREMENDO","Alacant","966904295","966904296",3.79971275e+01,-8.68619978e-01
"03003930","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","PUIG JOVER","Púb.","BD","DE LA ESTACIÓN","S/N",3330,"CREVILLENT ESTACION (LA)","Alacant","965401402",,3.82249146e+01,-7.75330007e-01
"03004016","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","CARDENAL BELLUGA","Púb.","CL","ALMAZARA","1",3330,"CREVILLENT SAN FELIPE NERI","Alacant","966616045","966616046",3.81783905e+01,-7.97410011e-01
"03010521","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","ALONAI","Priv.","CL","VIRGEN DEL CARMEN","S/N",3130,"SANTA POLA","Alacant","965412534","966694018",3.81928101e+01,-5.49723983e-01
"46006793","CENTRE PRIVAT E. INFANTIL I PRIMÀRIA","COLOR DE MONTE COLORADO","Priv.","AV","PRINCIPAL. URB.MONTE COLORADO",,46185,"POBLA DE VALLBONA (LA)","València","962760999","963521966",3.96064148e+01,-5.58704019e-01
"46001060","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SAN JAIME APÓSTOL","Púb.","CL","NUEVA","23",46197,"ALFARP","València","962980110","962980111",3.92753525e+01,-5.59765995e-01
"46001187","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","RIBALTA","Púb.","CM","DE LA CREUETA","S/N",46680,"ALGEMESÍ","València","962457540","962457541",3.91886902e+01,-4.26937997e-01
"46001771","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","BLASCO IBÁÑEZ","Púb.","PJ","MAESTRA ROGELIA ANTON","S/N",46910,"BENETÚSSER","València","961205550","961205551",3.94267464e+01,-4.00357008e-01
"46002039","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA","LOS PINOS","Púb.","CL","LOS PINOS","S/N",46825,"BICORP","València","962249000","962249001",3.91305695e+01,-7.88290977e-01
"46002568","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","JOSÉ MOLLA","Púb.","AV","JAIME I","S/N",46650,"CANALS","València","962240218",,3.89684334e+01,-5.80987990e-01
"46013050","INSTITUT D'EDUCACIÓ SECUNDÀRIA","EL CABANYAL","Púb.","CM","DEL CABANYAL","19",46022,"VALENCIA","València","963714211","963710183",3.94749107e+01,-3.40952009e-01
"03013431","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","CAVALL VERD","Púb.","CL","ERA DEL POBLE","1",3791,"VALL DE LAGUAR (LA) FLEIX","Alacant","965583929",,3.87787781e+01,-1.09874003e-01
"03013881","INSTITUT D'EDUCACIÓ SECUNDÀRIA","VICTORIA KENT","Púb.","CL","JOAN FUSTER","4",3203,"ELX","Alacant","965426392","965422446",3.82678719e+01,-6.76860988e-01
"46016609","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","AUSIÀS MARCH","Púb.","CL","SAN MATEO","5",46980,"PATERNA","València","961205230","961205231",3.95065231e+01,-4.38057989e-01
"46007931","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","VERGE DELS DESEMPARATS","Púb.","CL","DELS FORNS","1",46460,"SILLA","València","962566190","962566191",3.93649788e+01,-4.11911994e-01
"46015678","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","REIS CATÒLICS","Púb.","CL","ECHEGARAY","1",46460,"SILLA","València","961205040","961205041",3.93675461e+01,-4.08490002e-01
"46008327","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","DIVINA AURORA","Púb.","CL","JARDINS","S/N",46760,"TAVERNES DE LA VALLDIGNA","València","962826600","962826601",3.90748367e+01,-2.68081009e-01
"46013220","ESCOLA OFICIAL D'IDIOMES",,"Púb.","CL","LLANO DE ZAIDÍA","19",46009,"VALENCIA","València","963405022","963492547",3.94828949e+01,-3.81464005e-01
"46013426","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","RAQUEL PAYA","Púb.","CL","MÚSICO AYLLON","41",46018,"VALENCIA","València","962566330","962566331",3.94664803e+01,-4.02287990e-01
"46004759","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","BEATO JACINTO CASTAÑEDA","Púb.","CM","LA BOLA","27",46800,"XÀTIVA","València","962249810","962249811",3.89835320e+01,-5.30669987e-01
"46017717","CENTRE D'EDUCACIÓ ESPECIAL","PLA DE LA MESQUITA","Púb.","CR","DE GENOVÉS, KM. 0,5",,46800,"XÀTIVA","València","962276051","962276051",3.89900513e+01,-5.08889973e-01
"46017997","CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA","TEVIÁN","Priv.","CL","ISABEL LA CATÓLICA","9",46004,"VALENCIA","València","963520425","963521588",3.94688644e+01,-3.70317012e-01
"46016658","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","VILAVELLA","Priv.","CL","PADRE DIEGO MIRÓN","1",46009,"VALENCIA","València","963479750","963477040",3.94791603e+01,-3.92760992e-01
"46020200","ESCOLA INFANTIL DE PRIMER CICLE","CAPERUCITA ROJA","Púb.","PZ","9 D'OCTUBRE","S/N",46100,"BURJASSOT","València","961205180","961205181",3.95136757e+01,-4.19797987e-01
"46005089","ESCOLA INFANTIL DE PRIMER CICLE","PRÍNCIPE VALIENTE","Púb.","CL","R.FRANCISCO CASTELLÓ GIL","10",46940,"MANISES","València","961205200","961205201",3.94852104e+01,-4.60224003e-01
"46020212","ESCOLA INFANTIL DE PRIMER CICLE","EL MOLÍ","Púb.","CL","CID CAMPEADOR","S/N",46980,"PATERNA","València","961205870","961205871",3.95065155e+01,-4.52641994e-01
"46015654","ESCOLA INFANTIL DE PRIMER CICLE","EL BALADRE","Púb.","CL","AUSIÀS MARCH","4",46520,"SAGUNT PUERTO SAGUNTO (EL)","València","962617345","962617346",3.96708412e+01,-2.38781005e-01
"46020236","ESCOLA INFANTIL DE PRIMER CICLE","CENTRO SOCIAL EL GRAO","Púb.","PZ","FEDERICO MAYO","S/N",46022,"VALENCIA","València","963300740","963300740",3.94658699e+01,-3.42034996e-01
"46019702","ESCOLA PRIVADA DE MÚSICA","CENTRE MUSICAL I INSTRUCTIÚ SANTA CECILIA DE PUÇOL","Priv.","ED","CASA DE LA CULTURA",,46530,"PUÇOL","València","961421949","961464556",3.96165047e+01,-3.08411002e-01
"46019775","ESCOLA INFANTIL DE PRIMER CICLE","LA FONT DE LA ROSA","Púb.","CL","COLADORS","12",46960,"ALDAIA","València","961205190","961205190",3.94653893e+01,-4.60094988e-01
"12005027","ESCOLA PRIVADA DE MÚSICA","CENTRO ESTUDIOS MUSICALES ARTÍSTICA NULENSE","Priv.","AV","DE CASTELLÓN","11",12520,"NULES","Castelló","964673609",,3.98529549e+01,-1.54088005e-01
"46010772","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","HERMES SOCIEDAD COOPERATIVA VALENCIANA","Priv.","CL","DIBUJANTE MANUEL GAGO","10-12",46018,"VALENCIA","València","963801442","963801442",3.94625359e+01,-3.91050011e-01
"46013645","CENTRE PRIVAT D'EDUCACIÓ SECUNDÀRIA","AULA 3","Priv.","CL","ARTES GRÁFICAS","24-26",46010,"VALENCIA","València","963698175","963601015",3.94761772e+01,-3.61229002e-01
"46012021","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","MARNI","Priv.","CL","PADRE VIÑAS","94",46019,"VALENCIA","València","963650198","963650162",3.94961777e+01,-3.68492991e-01
"46010723","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","NUESTRA SEÑORA DEL CARMEN-SAN VICENTE PAÚL","Priv.","AV","BURJASSOT","150",46025,"VALENCIA","València","963491210","963400848",3.94906998e+01,-3.91570002e-01
"46013074","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","HOGAR NUESTRA SEÑORA DEL ROSARIO","Priv.","CL","VICENTE BRULL","54",46011,"VALENCIA","València","963672182","963240776",3.94651718e+01,-3.32507998e-01
"46010930","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SAGRADA FAMILIA","Priv.","CL","POETA RICARD SANMARTÍ","3",46020,"VALENCIA","València","963391550","963610500",3.94902153e+01,-3.57088000e-01
"46009733","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SAGRADO CORAZÓN HH.MARISTAS","Priv.","CL","SALAMANCA","45",46005,"VALENCIA","València","963742011","963349783",3.94649849e+01,-3.63382995e-01
"46011697","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SANTA MAGDALENA SOFÍA","Priv.","CL","CARRERA DEL RIU","67",46024,"VALENCIA","València","963671581","963164090",3.94467468e+01,-3.39670002e-01
"03008162","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","CRISTO DE LA PAZ","Púb.","AV","LA RAMBLA","1",3550,"SANT JOAN D'ALACANT","Alacant","965653893",,3.84014969e+01,-4.35609013e-01
"03012141","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","ROSALIA BONDIA","Púb.","CL","SANTA BÁRBARA","34",3780,"PEGO","Alacant","966409910","966409911",3.88447189e+01,-1.14133000e-01
"03008551","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","CAP D'OR","Púb.","CR","DE MORAIRA A TEULADA (APT. 4)","15",3724,"TEULADA","Alacant","965739030","965739031",3.86906357e+01,1.33477002e-01
"03002901","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","LA PURÍSIMA","Púb.","CL","CARRETERA","1",3517,"BENIARDÁ","Alacant","966870815","966870816",3.86828957e+01,-2.16453999e-01
"03010867","CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES","MERCÉ RODOREDA","Púb.","CL","PORTES TAFULLES","S/N",3203,"ELX","Alacant","966636746","966636746",3.82578049e+01,-6.98355973e-01
"03004764","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","VÍCTOR PRADERA","Púb.","CL","BERNABÉ DEL CAMPO","13",3202,"ELX","Alacant","966616000","966616001",3.82724190e+01,-6.86408997e-01
"12004345","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","MESTRE CABALLERO","Púb.","CL","SICILIA","S/N",12200,"ONDA","Castelló","964738780","964738781",3.99669418e+01,-2.55367994e-01
"03012074","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA","VIRGEN DE LA SALUD","Púb.","CL","EL CARMELO","21",3600,"ELDA","Alacant","965395395","965395395",3.84838867e+01,-7.91413009e-01
"03010247","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA","SANTO NEGRO","Púb.","CR","DE SAX","S/N",3600,"ELDA","Alacant","965387156","965385071",3.84915161e+01,-8.03138971e-01
