codigo,dgenerica,despecifica,dabreviada,regimen,tipocalle,direccion,numero,codpostal,localidad,provincia,telefono,fax,latitud,longitud
46019465,CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES,SANT MARCEL·LÍ,CENTRE PÚBLIC FPA SANT MARCEL·LÍ,Púb.,CL,INGENIERO JOSÉ SIRERA,20,46017,VALENCIA,València,961206785,961206786,"39,44652","-0,391399"
46019477,CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES,SERRANO MORALES,CENTRE PÚBLIC FPA SERRANO MORALES,Púb.,CL,ALBERIQUE,18,46008,VALENCIA,València,961206915,961206916,"39,46799","-0,388534"
46019489,CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES,PARC DE L'OEST,CENTRE PÚBLIC FPA PARC DE L'OEST,Púb.,CL,SUMACARCEL,S/N,46018,VALENCIA,València,961206790,961206791,"39,46702","-0,401891"
03013601,ESCUELA INFANTIL DE PRIMER CICLO,EL MIRADOR,EI 1er CICLO EL MIRADOR,Púb.,CL,SÉNECA,S/N,3600,ELDA,Alacant,966957480,966957481,"38,47881","-0,8047"
03013595,ESCUELA INFANTIL DE PRIMER CICLO,EL PUENTE,EI 1er CICLO EL PUENTE,Púb.,AV,DE LA LIBERTAD,S/N,3600,ELDA,Alacant,966957490,966957491,"38,48804","-0,793869"
03010089,ESCOLA INFANTIL,CID CAMPEADOR,EI CID CAMPEADOR,Púb.,CL,CASTILLA,53,3610,PETRER,Alacant,966957460,966957461,"38,48374","-0,784343"
03011719,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,MARTÍN ARTIGOT,CEIP MARTÍN ARTIGOT,Púb.,CL,LAS PALOMAS,S/N,3190,PILAR DE LA HORADADA,Alacant,966904190,966904191,"37,86681","-0,783784"
03007765,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,SAN ANTÓN,CEIP SAN ANTÓN,Púb.,CL,GLORIETA DE SAN ANTONIO,S/N,3650,PINÓS (EL),Alacant,966957375,966957376,"38,3995","-1,042607"
03008137,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,JOSÉ MARÍA MANRESA NAVARRO,CEIP JOSÉ MARÍA MANRESA NAVARRO,Púb.,CL,LO PLATERO,3,3177,SAN FULGENCIO,Alacant,966926705,966926706,"38,11657","-0,717298"
03010821,INSTITUTO DE EDUCACIÓN SECUNDARIA,AZUD DE ALFEITAMI,IES AZUD DE ALFEITAMI,Púb.,CL,MÉDICO JULIO GARCÍA GARCÍA,S/N,3160,ALMORADÍ,Alacant,966926780,966926781,"38,1125","-0,786827"
03009543,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,ALTEA LA VELLA,CEIP ALTEA LA VELLA,Púb.,CR,DE CALLOSA,S/N,3590,ALTEA ALTEA LA VELLA,Alacant,966870750,966870751,"38,6286","-0,042883"
03002652,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,DOCTOR CALATAYUD,CEIP DOCTOR CALATAYUD,Púb.,CL,GREGORIO RIZO,23,3680,ASPE,Alacant,966912000,966912001,"38,34442","-0,770953"
03013704,INSTITUT D'EDUCACIÓ SECUNDÀRIA,PROFESSOR MANUEL BROSETA,IES PROFESSOR MANUEL BROSETA,Púb.,AV,DEL TREN,22,3450,BANYERES DE MARIOLA,Alacant,966527675,966527676,"38,72408","-0,666486"
03013716,INSTITUT D'EDUCACIÓ SECUNDÀRIA,IFACH,IES IFACH,Púb.,AV,CASA NOVA,7,3710,CALP,Alacant,966870935,966870936,"38,64686","0,048891"
03013145,INSTITUT D'EDUCACIÓ SECUNDÀRIA,CLOT DE L'ILLOT,IES CLOT DE L'ILLOT,Púb.,AV,DELS FURS,4-6,3560,CAMPELLO (EL),Alacant,965936470,965936471,"38,42575","-0,391929"
03013327,INSTITUT D'EDUCACIÓ SECUNDÀRIA,LES DUNES,IES LES DUNES,Púb.,CL,MOLIVENT,S/N,3140,GUARDAMAR DEL SEGURA,Alacant,966926790,966926791,"38,08702","-0,655603"
03013340,INSTITUTO DE EDUCACIÓN SECUNDARIA,THÁDER,IES THÁDER,Púb.,CL,ORIOLANOS AUSENTES,18,3300,ORIHUELA,Alacant,966904730,966904731,"38,07618","-0,950029"
03007108,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,NUESTRA SEÑORA DE MONSERRATE,CEIP NUESTRA SEÑORA DE MONSERRATE,Púb.,CL,PORTUGAL,8,3310,ORIHUELA MOLINS,Alacant,965302275,,"38,08308","-0,907737"
03013728,INSTITUTO DE EDUCACIÓN SECUNDARIA,THIAR,IES THIAR,Púb.,CL,PILAR PÉREZ AGUIRRE,16,3190,PILAR DE LA HORADADA,Alacant,966904735,966904736,"37,85699","-0,788486"
03011321,ESCOLA INFANTIL,HOGAR PROVINCIAL EXMA. DIPUTACIÓN,EI HOGAR PROV. EXMA. DIPUTACIÓN,Púb.,PD,ORGEGIA-FINCA HONDONADA (APT. 2198),,3559,ALACANT SANTA FAZ,Alacant,965265100,965265387,"38,38224","-0,460177"
03008541,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,SAN SALVADOR,CEIP SAN SALVADOR,Púb.,PZ,SANTA ANA,12,3518,TÀRBENA,Alacant,966870890,966870891,"38,69257","-0,100669"
03003930,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,PUIG JOVER,CEIP PUIG JOVER,Púb.,BD,DE LA ESTACIÓN,S/N,3330,CREVILLENT ESTACION (LA),Alacant,965401402,,"38,22491","-0,77533"
03004016,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CARDENAL BELLUGA,CEIP CARDENAL BELLUGA,Púb.,CL,ALMAZARA,1,3330,CREVILLENT SAN FELIPE NERI,Alacant,966616045,966616046,"38,17839","-0,79741"
03010521,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",ALONAI,CENTRE PRIVAT ALONAI,Priv.,CL,VIRGEN DEL CARMEN,S/N,3130,SANTA POLA,Alacant,965412534,966694018,"38,19281","-0,549724"
03004624,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,MIGUEL DE UNAMUNO,CEIP MIGUEL DE UNAMUNO,Púb.,PS,GERMANÍAS,S/N,3204,ELX,Alacant,966915435,966915436,"38,26217","-0,702535"
03006414,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,L'ARC,CEIP L'ARC,Púb.,CL,ZORRILLA,9,3640,MONÒVER CASES DEL SENYOR,Alacant,966957390,966957391,"38,40696","-0,952037"
03006566,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CASTELL DEL POP,CEIP CASTELL DEL POP,Púb.,CL,DIPUTACIÓ PROVINCIAL,6,3792,MURLA,Alacant,966409940,966409941,"38,76013","-0,080458"
46015642,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,AUSIÀS MARCH,CEIP AUSIÀS MARCH,Púb.,AV,L'HORTA,2,46210,PICANYA,València,962564820,962564821,"39,43581","-0,439929"
46007827,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,SAN CLEMENTE,CEIP SAN CLEMENTE,Púb.,CL,VALENCIA,20,46910,SEDAVÍ,València,961205050,961205051,"39,42354","-0,383454"
46016385,INSTITUT D'EDUCACIÓ SECUNDÀRIA,LA VALLDIGNA,IES LA VALLDIGNA,Púb.,CL,SANT BENET,249,46760,TAVERNES DE LA VALLDIGNA,València,962829445,962829446,"39,07017","-0,277314"
46014856,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,NICOLAU PRIMITIU GÓMEZ SERRANO,CEIP NICOLAU PRIMITIU GÓMEZ SERRANO,Púb.,CL,ARQUITECTO SEGURA DEL LAGO,9,46014,VALENCIA,València,962566070,962566071,"39,45426","-0,403415"
46012252,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,SANTO ÁNGEL DE LA GUARDA,CEIP SANTO ÁNGEL DE LA GUARDA,Púb.,CL,SAN VICENTE MÁRTIR,250,46007,VALENCIA,València,961205525,961205526,"39,45505","-0,384693"
46013050,INSTITUT D'EDUCACIÓ SECUNDÀRIA,EL CABANYAL,IES EL CABANYAL,Púb.,CM,DEL CABANYAL,19,46022,VALENCIA,València,961206055,961206056,"39,47491","-0,340952"
03013431,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CAVALL VERD,CEIP CAVALL VERD,Púb.,CL,ERA DEL POBLE,1,3791,VALL DE LAGUAR (LA) FLEIX,Alacant,965583929,,"38,77878","-0,109874"
03013881,INSTITUT D'EDUCACIÓ SECUNDÀRIA,VICTORIA KENT,IES VICTORIA KENT,Púb.,CL,JOAN FUSTER,4,3203,ELX,Alacant,966912275,966912276,"38,26787","-0,676861"
46012847,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,FUNDACIÓN DON JUAN DE DIOS MONTAÑES,CENTRE PRIV. ED. INF. 1er CICLE F. DON JUAN DE DIOS MONTAÑES,Priv.,CL,PINTOR SALVADOR ABRIL,25,46005,VALENCIA,València,963742920,963742920,"39,46227","-0,369801"
46015371,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COFRENTES,CEIP COFRENTES,Púb.,CL,ZONA ESCOLAR,S/N,46625,COFRENTES,València,961892950,961892951,"39,22748","-1,065088"
46004838,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,SAN VICENTE FERRER,CEIP SAN VICENTE FERRER,Púb.,CL,SAN VICENTE,49-51,46160,LLÍRIA,València,962718020,962718021,"39,6295","-0,596196"
46016491,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,HERETATS,CEIP HERETATS,Púb.,CL,MAESTRO SERRANO,S/N,46250,ALCÚDIA (L'),València,962980100,962980101,"39,19511","-0,512537"
46004759,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,BEATO JACINTO CASTAÑEDA,CEIP BEATO JACINTO CASTAÑEDA,Púb.,CM,LA BOLA,27,46800,XÀTIVA,València,962249810,962249811,"38,98353","-0,53067"
46017717,CENTRE D'EDUCACIÓ ESPECIAL,PLA DE LA MESQUITA,CEE PÚB. PLA DE LA MESQUITA,Púb.,CR,"DE GENOVÉS, KM. 0,5",,46800,XÀTIVA,València,962276051,962276051,"38,99069","-0,502828"
46017997,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,TEVIÁN,CENTRE PRIVAT FP TEVIÁN,Priv.,CL,ISABEL LA CATÓLICA,9,46004,VALENCIA,València,963520425,963521588,"39,46886","-0,370317"
46016658,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",VILAVELLA,CENTRE PRIVAT VILAVELLA,Priv.,CL,PADRE DIEGO MIRÓN,1,46009,VALENCIA,València,963479750,963477040,"39,47916","-0,392761"
46017377,ESCOLA PRIVADA DE MÚSICA,BANDA PRIMITIVA,ESCOLA PRIVADA DE MÚSICA BANDA PRIMITIVA,Priv.,CL,METGE MIQUEL PÉREZ,4-6,46160,LLÍRIA,València,962780847,962792113,"39,6276","-0,597221"
46004802,CENTRE INTEGRAT DE MÚSICA I ENS. R.GENERAL,UNIÓN MUSICAL DE LIRIA,CENTRE INTEGRAT UNIÓN MUSICAL DE LIRIA,Priv.,CL,SAN VICENTE (APT. 173),17,46160,LLÍRIA,València,962780254,962793672,"39,62779","-0,595917"
03006441,ESCOLA INFANTIL DE PRIMER CICLE,MARE DE DÉU DEL REMEI,EI 1er CICLE MARE DE DÉU DEL REMEI,Púb.,CL,LOPE DE VEGA,21,3640,MONÒVER,Alacant,966957465,966957466,"38,43583","-0,834103"
03013650,ESCOLA INFANTIL DE PRIMER CICLE,EL BARRANQUET,EI 1er CICLE EL BARRANQUET,Púb.,CL,EUSEBIO SEMPERE,1,3430,ONIL,Alacant,966527595,966527596,"38,62437","-0,678953"
03013662,ESCUELA INFANTIL DE PRIMER CICLO,EL PALMERAL,EI 1er CICLO EL PALMERAL,Púb.,AV,DEL DOCTOR GARCÍA ROGEL,S/N,3300,ORIHUELA,Alacant,966904470,966904471,"38,09175","-0,939265"
03013674,ESCUELA INFANTIL DE PRIMER CICLO,VIRGEN DE MONSERRATE,EI 1er CICLO VIRGEN DE MONSERRATE,Púb.,CL,CAPUCHINOS,3,3300,ORIHUELA,Alacant,966904465,966904466,"38,09136","-0,952691"
03007674,ESCOLA INFANTIL DE PRIMER CICLE,VIRGEN DEL REMEDIO,EI 1er CICLE VIRGEN DEL REMEDIO,Púb.,AV,FELIPE V,3,3610,PETRER,Alacant,966957470,966957471,"38,486","-0,778506"
12005027,ESCOLA PRIVADA DE MÚSICA,CENTRO ESTUDIOS MUSICALES ARTÍSTICA NULENSE,ESCOLA PRIVADA DE MÚSICA CENTRO EST.MUS.ARTÍSTICA NULENSE,Priv.,AV,DE CASTELLÓN,11,12520,NULES,Castelló,964673609,,"39,85295","-0,154088"
03013297,INSTITUT D'EDUCACIÓ SECUNDÀRIA,8 DE MARZO,IES 8 DE MARZO,Púb.,CL,CIUDAD DE MATANZAS,S/N,3005,ALACANT,Alacant,965936535,965936536,"38,36111","-0,502329"
46019763,INSTITUT D'EDUCACIÓ SECUNDÀRIA,JOSÉ BALLESTER GOZALVO,IES JOSÉ BALLESTER GOZALVO,Púb.,CL,PINTOR ALEMANY,S/N,46019,VALENCIA,València,961206255,961206256,"39,49656","-0,379586"
03013224,INSTITUT D'EDUCACIÓ SECUNDÀRIA,SEVERO OCHOA,IES SEVERO OCHOA,Púb.,CL,INCA,5,3206,ELX,Alacant,966912260,966912261,"38,28036","-0,715688"
46020078,SECCIÓ D'EDUCACIÓ SECUNDÀRIA,NÚMERO 1,SECCIÓ EDUCACIÓ SECUNDÀRIA NÚMERO 1,Púb.,CR,"NACIONAL 340, KM. 225",,46220,PICASSENT,València,961487524,961242927,"39,31255","-0,436621"
12005003,CONSERVATORIO PROFESIONAL DE MÚSICA,ALTO PALANCIA,CONSERVATORIO PROFESIONAL DE MÚSICA ALTO PALANCIA,Púb.,CL,COMUNIDAD VALENCIANA,S/N,12400,SEGORBE,Castelló,964713271,964713911,"39,84952","-0,491842"
46020546,ESCOLA OFICIAL D'IDIOMES,,ESCOLA OFICIAL D'IDIOMES,Púb.,CL,XIQUET DE QUART,S/N,46930,QUART DE POBLET,València,961206825,961206826,"39,47999","-0,432772"
46015851,CENTRE PRIVAT E. PRIMÀRIA I SECUNDÀRIA,CONCHA ESPINA II,CENTRE PRIVAT CONCHA ESPINA II,Priv.,CL,MARQUÉS DE BELLET,5-7,46007,VALENCIA,València,963770669,963579042,"39,4535","-0,38502"
46010930,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",SAGRADA FAMILIA,CENTRE PRIVAT SAGRADA FAMILIA,Priv.,CL,POETA RICARD SANMARTÍ,3,46020,VALENCIA,València,963391550,963610500,"39,49022","-0,357088"
46009733,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",SAGRADO CORAZÓN HH.MARISTAS,CENTRE PRIVAT SAGRADO CORAZÓN HH.MARISTAS,Priv.,CL,SALAMANCA,45,46005,VALENCIA,València,963742011,963349783,"39,46498","-0,363383"
46011697,"CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA",SANTA MAGDALENA SOFÍA,CENTRE PRIVAT SANTA MAGDALENA SOFÍA,Priv.,CL,CARRERA DEL RIU,67,46024,VALENCIA,València,963671581,963164090,"39,44675","-0,33967"
03013078,CENTRE AUTORITZAT ELEMENTAL DE MÚSICA,ACADEMIA DE MÚSICA LUCENTUM,CENTRE ELEMENTAL DE MÚSICA ACADEMIA DE MÚSICA LUCENTUM,Priv.,CL,CARDENAL BELLUGA,3-3,3005,ALACANT,Alacant,965922456,,"38,34683","-0,494589"
46020455,CONSERVATORI PROFESSIONAL DE MÚSICA,,CONSERVATORI PROFESSIONAL DE MÚSICA,Púb.,CL,TRENCALL,4,46160,LLÍRIA,València,962781889,962790796,"39,62399","-0,590885"
03010636,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,LO ROMERO,CEIP LO ROMERO,Púb.,CL,RAMON DE CAMPOAMOR,23,3550,SANT JOAN D'ALACANT,Alacant,965937060,965937061,"38,39325","-0,437737"
03010651,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,RASPEIG,CEIP RASPEIG,Púb.,CL,ALMAZARA,63,3690,SANT VICENT DEL RASPEIG,Alacant,965937070,965937071,"38,40593","-0,52666"
03010946,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,JUAN RAMÓN JIMÉNEZ,CEIP JUAN RAMÓN JIMÉNEZ,Púb.,CL,DR. MARAÑÓN,22,3690,SANT VICENT DEL RASPEIG,Alacant,965937075,965937076,"38,38969","-0,520831"
03008290,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,SANTA ISABEL,CEIP SANTA ISABEL,Púb.,CO,DE SANTA ISABEL,S/N,3690,SANT VICENT DEL RASPEIG,Alacant,965663481,965663481,"38,3829","-0,500468"
03010028,COL·LEGI D'EDUCACIÓ PRIMÀRIA,AZORÍN,CEP AZORÍN,Púb.,CL,LAS NANSAS,16-17,3130,SANTA POLA,Alacant,966616070,966616071,"38,19672","-0,55012"
03011586,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,EL ACEQUIÓN,CEIP EL ACEQUIÓN,Púb.,CL,DE BARCELONA,S/N,3184,TORREVIEJA,Alacant,965714604,966703943,"37,98018","-0,691139"
03011677,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,TRENC D'ALBA,CEIP TRENC D'ALBA,Púb.,CL,ESTUDIANTS,1,3730,XÀBIA,Alacant,966428870,966428871,"38,78644","0,167513"
03009853,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,PORT DE XÀBIA,CEIP PORT DE XÀBIA,Púb.,CL,JOAN FUSTER,1,3730,XÀBIA,Alacant,966428860,966428861,"38,79357","0,179719"
03000138,COLEGIO DE EDUCACIÓN PRIMARIA,VIRGEN DEL ROSARIO,CEP VIRGEN DEL ROSARIO,Púb.,CL,CALVARIO,70,3340,ALBATERA,Alacant,966912020,966912021,"38,18389","-0,875071"
03000591,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,MIGUEL DE CERVANTES,CEIP MIGUEL DE CERVANTES,Púb.,CL,MIGUEL HERNÁNDEZ,1-3,3169,ALGORFA,Alacant,965290135,965290136,"38,08596","-0,795148"
03000606,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,VIRGEN DEL REMEDIO,CEIP VIRGEN DEL REMEDIO,Púb.,PS,DE LA LIBERTAD,S/N,3668,ALGUEÑA,Alacant,966957345,966957346,"38,33707","-1,00539"
03008605,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,,CEIP DE LA TORRE DE LES MAÇANES,Púb.,CL,ESPAÑA,12,3108,TORRE DE LES MAÇANES (LA),Alacant,966908200,966908201,"38,60803","-0,41996"
03006244,INSTITUT D'EDUCACIÓ SECUNDÀRIA,ANTONI LLIDÓ,IES ANTONI LLIDÓ,Púb.,CM,CANONS,22,3730,XÀBIA,Alacant,966428200,966428201,"38,79082","0,158916"
03013339,INSTITUT D'EDUCACIÓ SECUNDÀRIA,NÚMERO 1,IES NÚMERO 1,Púb.,AV,AUGUSTA,2,3730,XÀBIA,Alacant,966428205,966428206,"38,7887","0,178624"
03013066,ESCUELA INFANTIL,LA PAZ,EI LA PAZ,Púb.,CL,LA PAZ,10,3380,BIGASTRO,Alacant,966904460,966904461,"38,06372","-0,900196"
12004813,ESCOLA PÚBLICA DE MÚSICA,PASCUAL RUBERT,E. DE MÚSICA MUNICIPAL PASCUAL RUBERT,Púb.,PZ,LA MERCÉ,1,12530,BORRIANA,Castelló,964033230,964517305,"39,88839","-0,081298"
12003353,CENTRE D'EDUCACIÓ ESPECIAL,PENYETA ROJA,CEE PÚB. PENYETA ROJA,Púb.,PD,PENYETA ROJA,S/N,12004,CASTELLÓ DE LA PLANA,Castelló,964359837,964359591,"40,01456","-0,05465"
03007194,ESCUELA DE ARTE Y SUPERIOR DE DISEÑO,,ESCUELA DE ARTE Y SUPERIOR DE DISEÑO,Púb.,AV,DEL DOCTOR GARCÍA ROGEL,S/N,3300,ORIHUELA,Alacant,966748300,966748301,"38,09738","-0,936454"
03009907,CENTRO PRIVADO DE PREESCOLAR,NIÑO JESÚS,PREESCOLAR NIÑO JESÚS,Priv.,CL,DIEGO RAMIREZ,207,3182,TORREVIEJA,Alacant,965710519,,"37,98153","-0,678671"
03007510,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,VIRGEN DE MONSERRATE,CEIP VIRGEN DE MONSERRATE,Púb.,BO,LAS CAPITAS,S/N,3313,ORIHUELA TORREMENDO,Alacant,966904295,966904296,"37,99713","-0,86862"
46017651,CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES,,CENTRE PÚBLIC FPA,Púb.,CL,SAN PEDRO,11,46920,MISLATA,València,961206900,961206901,"39,47478","-0,414645"
46015319,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CAES NUESTRA SEÑORA DEL AMPARO,CEIP CAES NUESTRA SEÑORA DEL AMPARO,Púb.,PD,RACÓ DEL PORTELL,,46727,REAL DE GANDÍA,València,962965662,,"38,94529","-0,210371"
46017067,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,C.A.J.,CENTRE PRIVAT FP C.A.J.,Priv.,CL,DOCTOR DOMAGK,1,46006,VALENCIA,València,963732199,963336486,"39,45693","-0,376389"
46013013,CENTRE PRIVAT D'EDUCACIÓ INFANTIL,CIUDAD JARDÍN,CENTRE PRIV. ED. INFANTIL CIUDAD JARDÍN,Priv.,CL,JOSÉ DE ORGA,4,46022,VALENCIA,València,963725768,963559192,"39,4696","-0,344921"
46006793,CENTRE PRIVAT E. INFANTIL I PRIMÀRIA,COLOR DE MONTE COLORADO,CENTRE PRIVAT COLOR DE MONTE COLORADO,Priv.,AV,PRINCIPAL. URB. MONTE COLORADO,,46185,POBLA DE VALLBONA (LA),València,962760999,963521966,"39,60641","-0,558704"
46001060,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,SAN JAIME APÓSTOL,CEIP SAN JAIME APÓSTOL,Púb.,CL,NUEVA,23,46197,ALFARP,València,962980110,962980111,"39,27535","-0,559766"
46001187,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,RIBALTA,CEIP RIBALTA,Púb.,CM,DE LA CREUETA,S/N,46680,ALGEMESÍ,València,962457540,962457541,"39,18869","-0,426938"
46001771,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,BLASCO IBÁÑEZ,CEIP BLASCO IBÁÑEZ,Púb.,PJ,MAESTRA ROGELIA ANTON,S/N,46910,BENETÚSSER,València,961205550,961205551,"39,42675","-0,400357"
46002039,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,LOS PINOS,CEIP LOS PINOS,Púb.,CL,LOS PINOS,S/N,46825,BICORP,València,962249000,962249001,"39,13057","-0,788291"
46002568,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,JOSÉ MOLLA,CEIP JOSÉ MOLLA,Púb.,AV,JAIME I,S/N,46650,CANALS,València,962249780,962249781,"38,96843","-0,580988"
46017535,INSTITUT D'EDUCACIÓ SECUNDÀRIA,PERE BOÏL,IES PERE BOÏL,Púb.,CL,CERAMISTA ALFONS BLAT,12,46940,MANISES,València,961206225,961206226,"39,49879","-0,470671"
46006094,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,RAFAEL JUAN VIDAL,CEIP RAFAEL JUAN VIDAL,Púb.,CL,SAN RAFAEL,S/N,46870,ONTINYENT,València,962919330,962919331,"38,82317","-0,616704"
46006136,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,VICENTE GIRONÉS MORA,CEIP VICENTE GIRONÉS MORA,Púb.,CL,JOSÉ IRANZO,52,46870,ONTINYENT,València,962919335,962919336,"38,82319","-0,59824"
46016609,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,AUSIÀS MARCH,CEIP AUSIÀS MARCH,Púb.,CL,SAN MATEO,5,46980,PATERNA,València,961205230,961205231,"39,50692","-0,437617"
46007931,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,VERGE DELS DESEMPARATS,CEIP VERGE DELS DESEMPARATS,Púb.,CL,DELS FORNS,1,46460,SILLA,València,962566190,962566191,"39,36498","-0,411912"
46015678,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,REIS CATÒLICS,CEIP REIS CATÒLICS,Púb.,CL,ECHEGARAY,1,46460,SILLA,València,961205040,961205041,"39,36755","-0,40849"
46008327,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,DIVINA AURORA,CEIP DIVINA AURORA,Púb.,CL,JARDINS,S/N,46760,TAVERNES DE LA VALLDIGNA,València,962826600,962826601,"39,07484","-0,268081"
46013220,ESCOLA OFICIAL D'IDIOMES,,ESCOLA OFICIAL D'IDIOMES,Púb.,CL,LLANO DE ZAIDÍA,19,46009,VALENCIA,València,961206835,961206836,"39,48289","-0,381464"
46013426,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,RAQUEL PAYA,CEIP RAQUEL PAYA,Púb.,CL,MÚSICO AYLLON,41,46018,VALENCIA,València,962566330,962566331,"39,46648","-0,402288"
03013686,ESCUELA INFANTIL DE PRIMER CICLO,EL PARQUE,EI 1er CICLO EL PARQUE,Púb.,AV,PASCUAL CARRIÓN,S/N,3630,SAX,Alacant,966957495,966957496,"38,53132","-0,824007"
12000261,ESCOLA INFANTIL DE PRIMER CICLE,SAN JOSÉ,EI 1er CICLE SAN JOSÉ,Púb.,CL,SAN FELIPE,10,12550,ALMASSORA,Castelló,964738330,964738331,"39,94501","-0,067549"
12005131,ESCOLA INFANTIL DE PRIMER CICLE,SAGRADO CORAZÓN,EI 1er CICLE SAGRADO CORAZÓN,Púb.,CL,XACÓ,2,12600,VALL D'UIXÓ (LA),Castelló,964738805,964738806,"39,82341","-0,231689"
12005143,ESCOLA INFANTIL DE PRIMER CICLE,LOS GORRIONES,EI 1er CICLE LOS GORRIONES,Púb.,CL,RAMÓN Y CAJAL,4,12520,NULES,Castelló,964738810,964738811,"39,85452","-0,160047"
46020200,ESCOLA INFANTIL DE PRIMER CICLE,CAPERUCITA ROJA,EI 1er CICLE CAPERUCITA ROJA,Púb.,PZ,9 D'OCTUBRE,S/N,46100,BURJASSOT,València,961205180,961205181,"39,51368","-0,419798"
46005089,ESCOLA INFANTIL DE PRIMER CICLE,PRÍNCIPE VALIENTE,EI 1er CICLE PRÍNCIPE VALIENTE,Púb.,CL,REVERENDO FRANCISCO CASTELLÓ GIL,10,46940,MANISES,València,961205200,961205201,"39,48521","-0,460224"
46020212,ESCOLA INFANTIL DE PRIMER CICLE,EL MOLÍ,EI 1er CICLE EL MOLÍ,Púb.,CL,CID CAMPEADOR,S/N,46980,PATERNA,València,961205870,961205871,"39,50652","-0,452642"
46015654,ESCOLA INFANTIL DE PRIMER CICLE,EL BALADRE,EI 1er CICLE EL BALADRE,Púb.,CL,AUSIÀS MARCH,4,46520,SAGUNT PUERTO SAGUNTO (EL),València,962617345,962617346,"39,67084","-0,238781"
